,Sentence1,Sentence2,Score
750,The support will come as a free software upgrade called WebVPN for current customers that have support contracts.,The upgrade will be available as a free download for current customers with SmarNet support in January 2004.,0.52
751,The man accused of using fake grenades to commandeer a Cuban plane that landed in Key West in April was sentenced Friday to 20 years in prison.,A Cuban architect was sentenced to 20 years in prison Friday for using two fake grenades to hijack a passenger plane from Cuba to Florida in April.,0.8800000000000001
752,"Jim Williams, director of the US-VISIT project, said that by the middle of November, many arriving passengers in Atlanta will be fingerprinted and photographed.","Jim Williams, director of the US-VISIT project, said that by the middle of November, inspectors will be fingerprinting and photographing many foreign passengers arriving in Atlanta.",0.8400000000000001
753,"The hearing occurred a day after the Pentagon for the first time singled out an officer, Dallager, for not addressing the scandal.",The hearing came one day after the Pentagon for the first time singled out an officer - Dallager - for failing to address the scandal.,1.0
754,"The Episcopal Church ''is alienating itself from the Anglican Communion,'' said the Very Rev. Peter Karanja, provost of the All Saints Cathedral, in Nairobi.","In Nairobi, the provost of All Saints Cathedral, the Very Reverend Peter Karanja, said the US Episcopal Church was alienating itself from the Anglican Communion.",1.0
755,"Counties with population declines will be Vermillion, Posey and Madison.","Vermillion, Posey and Madison County populations will decline.",1.0
756,"Swartz, indicted in February, had argued that New Hampshire was the wrong place to charge him.","Swartz had sought to have the charges dismissed, saying New Hampshire was the wrong place to charge him.",0.6799999999999999
757,"The last time the survey was conducted, in 1995, those numbers matched.","In 1995, the last survey, those numbers were equal.",1.0
758,Higher courts have ruled that the tablets broke the constitutional separation of church and state.,The federal courts have ruled that the monument violates the constitutional ban against state-established religion.,0.8
759,They were at Raffles Hospital over the weekend for further evaluation.,"They underwent more tests over the weekend, and are now warded at Raffles Hospital.",0.64
760,"When the bomb exploded at the Casa de España, customers were eating dinner and playing bingo.","At the Casa de Espaa, customers were eating dinner and playing bingo when a bomb went off.",1.0
761,Plofsky said the commission won't investigate because the three-year statute of limitations has expired.,"The panel will not begin a formal investigation because the statute of limitations has expired, Plofsky said.",0.8800000000000001
762,"In two weeks, he'll probably send out Peace Rules in the Preakness.",Frankel said Peace Rules will run in the Preakness Stakes on May 17.,0.72
763,"If convicted of the spying charges, he could face the death penalty.",The charges of espionage and aiding the enemy can carry the death penalty.,0.72
764,"The technology-laced Nasdaq Composite Index was up 7.60 points, or 0.46 percent, at 1,653.62.","The broader Standard & Poor's 500 Index <.SPX> shed 2.38 points, or 0.24 percent, at 995.10.",0.16
765,Hilsenrath and Klarman each were indicted on three counts of securities fraud.,Klarman was charged with 16 counts of wire fraud.,0.27999999999999997
766,Entrenched interests are positioning themselves to control the network's chokepoints and they are lobbying the FCC to aid and abet them.,"It may be dying because entrenched interests are positioning themselves to control the Internet's choke-points and they are lobbying the FCC to aid and abet them.""",0.64
767,But church members and observers say they expect that the decision could be problematic for many Episcopalians.,But church members and observers say they anticipate that the decision here could pose doctrinal problems for some Episcopalians who believe the Bible prohibits homosexuality.,0.76
768,Squyres is principal investigator for the Athena payload - a collection of science instruments carted by each rover.,"Steve Squyres, a Cornell University scientist, is principal investigator for the missions' science instruments.",0.8400000000000001
769,"The military said it had killed 12 rebels and captured nine in the campaign so far, for the loss of six soldiers wounded.","The military said it had killed 16 rebels and captured nine in the campaign so far, with one soldier killed and six wounded.",0.6
770,The new sensor -- dubbed CANARY for ''cellular analysis and notification of antigen risks and yields'' -- hijacks this natural process with two important changes.,"The team has named the sensor Canary, for cellular analysis and notification of antigen risks and yields.",0.72
771,Express Scripts ESRX.O shares fell 3.6 percent to close at $66.89 on the Nasdaq.,Shares of Express Scripts ESRX.O fell about 4 percent to $66.73 on the Nasdaq in late morning trade.,0.6
772,"One, Fort Carson-based Sgt. Ernest Bucklew, 33, had been on his way home to attend his mother's funeral in Pennsylvania.","Sgt. Ernest Bucklew, 33, was coming home from Iraq to bury his mother in Pennsylvania.",0.6
773,Police launched an international hunt for Shevaun Pennington after she ran away with 31-year-old Toby Studabaker Saturday.,Shevaun Pennington disappeared on Saturday morning after arranging to meet 31-year-old Toby Studabaker.,0.6
774,"Lawyers and others familiar with the federal investigation say it remains focused on Campbell, though prosecutors declined to discuss the probe.","While federal prosecutors refuse to discuss the investigation, lawyers and others familiar with it say it remains focused on Campbell.",0.96
775,"The Dow Jones industrial average .DJI was off 58.69 points, or 0.64 percent, at 9,137.86.","The blue-chip Dow Jones industrial average .DJI fell 86.56 points, or 0.94 percent, to 9,109.99, after giving up more than 1 percent earlier.",0.5
776,Peace Rules defeated Funny Cide in the Louisiana Derby.,But neither he nor Peace Rules could keep Funny Cide from drawing away.,0.45
777,Waksal has pleaded guilty to securities fraud and is to be sentenced next week.,"Waksal pleaded guilty to insider trading charges last year, and he is scheduled to be sentenced June 10.",0.7
778,He allowed two runs in seven innings and struck out six.,Zambrano pitched seven innings and allowed two runs on five hits and four walks.,0.7
779,"Still, he said, ""I'm absolutely confident we're going to have a bill.""","I'm absolutely confident we're going to have a bill, Frist, R-Tenn., said Thursday.",0.6
780,Boeing said the final agreement is expected to be signed during the next few weeks.,"The Korean Air deal is expected to be finalized ""in the next several weeks,"" Boeing spokesman Bob Saling said.",0.6
781,"Shares in EDS closed on Thursday at $18.51, a gain of 6 cents.","Shares of EDS closed Thursday at $18.51, up 6 cents on the New York Stock Exchange.",0.7333999999999999
782,"Nationally, the federal Centers for Disease Control and Prevention recorded 4,156 cases of West Nile, including 284 deaths.","There were 293 human cases of West Nile in Indiana in 2002, including 11 deaths statewide.",0.3334
783,A divided Supreme Court ruled Monday that Congress can force the nation's public libraries to equip computers with anti-pornography filters.,"The Supreme Court said Monday the government can require public libraries to equip computers with anti-pornography filters, rejecting librarians' complaints that the law amounts to censorship.",0.72
784,The weakness exists in the way that VBA looks at the properties of documents passed to it when the document is opened by a host application.,The vulnerability exists in the way Microsoft's Visual Basic for Applications checks document properties passed to it when a document is opened.,0.76
785,"Of 24 million phoned-in votes, 50.28 percent were for Studdard, putting him 130,000 votes ahead of Aiken.","Of the 24 million phone votes cast, Studdard was only 130,000 votes ahead of Aiken.",0.6799999999999999
786,Consumers still would have to get a descrambling security card from their cable operator to plug into the set.,"To watch pay television, consumers would insert into the set a security card provided by their cable service.",0.6799999999999999
787,"However, we have decided to opt for the European consortium's engine as the best overall solution and due to the substantial price efforts made"".","However, we have decided to opt for the European consortium's engine as the best overall solution.""",0.76
788,"The Food and Drug Administration rejected ImClone's 2001 application to sell Erbitux, citing shoddy research.","The U.S. Food and Drug Administration rejected ImClone's original application in December 2001, saying the trial had been sloppily conducted.",0.5599999999999999
789,"Critics say the law violates civil liberties, something House Judiciary Committee Chairman James Sensenbrenner, R-Wis., says he is sensitive to.","House Judiciary Committee Chairman James Sensenbrenner, R-Wis., says he is sensitive to civil liberties complaints.",0.75
790,"The Dodgers won their sixth consecutive game their longest win streak since 2001 as they edged Colorado, 3-2, Wednesday in front of a crowd of 25,332 at Dodger Stadium.","The Dodgers won their sixth consecutive game and seventh in their last nine as they beat Colorado 3-2 on Wednesday in front of a crowd of 25,332 at Dodger Stadium.",0.8800000000000001
791,"So far, they have searched Pennsylvania, Ohio, Michigan, Illinois and Indiana, authorities in those state said.","So far, authorities also have searched areas in Pennsylvania, Ohio, Indiana, and Michigan.",0.75
792,"The 30-year bond US30YT=RR firmed 31/32, taking its yield to 4.16 percent -- another record low -- from 4.22 percent.","The 30-year bond <US30YT=RR> firmed 24/32, taking its yield to 4.18 percent, after hitting another record low of 4.16 percent.",0.55
793,"On Thursday, a Washington Post article argued that a 50 basis point cut from the Fed was more likely, contrary to the Wall Street Journal's line.","On Thursday, a Post article argued that a 50 basis point cut from the Fed was more likely.",0.75
794,"Mr. Heatley, who suffered a broken jaw and torn knee ligaments, faces several charges.",Heatley underwent surgery Saturday for a broken jaw and an MRI found two torn ligaments in his right knee.,0.45
795,Lay had argued that handing over the documents would be a violation of his Fifth Amendment rights against self-incrimination.,"Lay had refused to turn over the papers, asserting his Fifth Amendment right against self-incrimination.",0.76
796,Strayhorn said it was the first time in Texas history a comptroller had not certified the appropriations act.,"In a news release Thursday, Strayhorn said this was the first time a comptroller rejected a budget.",0.64
797,"Excluding the charges, analysts, on average, expected a loss of 11 cents a share.",Analysts polled by Thomson Financial First Call had been expected to see a loss of about 11 cents a share from continuing operations.,0.76
798,"Security experts are warning that a new mass-mailing worm is spreading widely across the Internet, sometimes posing as e-mail from the Microsoft founder.","A new worm has been spreading rapidly across the Internet, sometimes pretending to be an e-mail from Microsoft Chairman Bill Gates, antivirus vendors said Monday.",0.96
799,Mr Sahel said police had identified the bodies of seven of the 14-strong cell believed to have carried out the five almost simultaneous attacks on Saturday.,He said police had identified the bodies of seven of the 14 bombers who launched five almost simultaneous raids Friday night.,0.8
800,"Only New Jersey now bans holders of learners permits or intermediate licenses from using cell phones, pagers or other wireless devices while driving.","In addition, the NTSB also recommended to NHTSA that state legislation be enacted to prohibit holders of learners permits and intermediate licenses from using mobile phones while driving.",0.27999999999999997
801,The University of Michigan released today a new admissions policy after the U.S. Supreme Court struck down in June the way it previously admitted undergraduates.,The University of Michigan plans to release a new undergraduate admissions policy Thursday after its acceptance requirements were rejected by the U.S. Supreme Court in June.,0.8400000000000001
802,The audiotape aired last week by the Arab Al-Jazeera television network appears to be an effort to incite attacks.,An audiotape aired last week by the Arab al-Jazeera television network may be the strongest evidence yet that Saddam survived the war.,0.36
803,Former company chief financial officer Franklyn M. Bergonzi pleaded guilty to one count of conspiracy on June 5 and agreed to cooperate with prosecutors.,"Last week, former chief financial officer Franklyn Bergonzi pleaded guilty to one count of conspiracy and agreed to cooperate with the government's investigation.",0.8400000000000001
804,The company didn't detail the costs of the replacement and repairs.,But company officials expect the costs of the replacement work to run into the millions of dollars.,0.4
805,"Dean told reporters traveling on his 10-city ""Sleepless Summer"" tour that he considered campaigning in Texas a challenge.","Today, Dean ends his four-day, 10-city ""Sleepless Summer"" tour in Chicago and New York.",0.52
806,"I felt that if I disagreed with Rosie too much I would lose my job, she said.","Cavender did say: ""I felt that if I disagreed with Rosie too much I would lose my job.""",0.65
807,The device plays Internet radio streams and comes with a 30-day trial of RealNetworks' Rhapsody music service.,The product also streams Internet radio and comes with a 30-day free trial for RealNetworks' Rhapsody digital music subscription service.,1.0
808,"The dollar fell as low as $1.1624 per euro from $1.1486 on Friday, and traded at $1.1594 at 10:15 a.m. in London.",The dollar dropped to $1.1564 per euro at 7:30 a.m. in London from $1.1486 on Friday.,0.6
809,"The American decision provoked an angry reaction from the European Commission, which described the move as ""legally unwarranted, economically unfounded and politically unhelpful"".","The European Commission, the EU's powerful executive body, described the move as ""legally unwarranted, economically unfounded and politically unhelpful.""",0.75
810,"Ms. Cripps-Prawak left last Friday, two days after the department introduced a plan to distribute medical marijuana through doctors' offices.","The director of the Office of Medical Access, Cindy Cripps-Prawak, left her job after the department introduced a plan to distribute marijuana through doctors' offices.",0.85
811,"During 2001 and 2002, Morgenthau said, wire transfers from just four of Beacon Hill's 40 accounts totaled more than $3.2 billion.","Wire transfers from four of the 40 accounts open at Beacon Hill totaled more than $3.2 billion from 2001 to 2002, Morgenthau said.",0.95
812,"Last year, he made an unsuccessful bid for the Democratic nomination for governor.","He ran last year for the Democratic nomination for Texas governor, but lost the primary to multimillionaire Tony Sanchez.",0.65
813,"The nation's largest retailer has told its 100 top suppliers they have to start using electronic tags on all pallets of goods by Jan. 25, 2005.","Wal-Mart has told its top 100 suppliers that they'll need to have radio-frequency ID systems in place for tracking pallets of goods through the supply chain by Jan. 25, 2005.",0.75
814,He was taken to a hospital for precautionary X-rays on his neck.,"Harvey was taken to St. Luke's Hospital for precautionary neck X-rays, which came back negative.",0.65
815,"During the hearing, Morales expressed ""sincere regrets and remorse"" for his actions.","Morales, who pleaded guilty in July, expressed ""sincere regret and remorse"" for his crimes.",0.76
816,The bill says that a woman who undergoes such an abortion couldn't be prosecuted.,A woman who underwent such an abortion could not be prosecuted under the bill.,1.0
817,U.S. District Judge Edmund Sargus ruled that the Akron-based company should have determined that changes at one of its plants would increase overall pollution emissions.,"FirstEnergy Corp. should have determined that modernizing one of its plants would increase overall pollution emissions, U.S. District Judge Edmund Sargus ruled Thursday.",0.72
818,"Site Finder has been visited 65 million times since its introduction, Galvin said.","Through Sunday, Sept. 21, Site Finder has been visited over 65 million times by Internet users.",0.76
819,There are 103 Democrats in the Assembly and 47 Republicans.,Democrats dominate the Assembly while Republicans control the Senate.,0.4
820,"Mr Pollard said: ""This is a terrible personal tragedy and a shocking blow for James's family.","Nick Pollard, the head of Sky News said: ""This is a shocking blow for James's family.",0.6799999999999999
821,"I came basically to Washington to establish relationships and to make sure that we are getting more federal money to California, Schwarzenegger said after meeting with congressional Republicans.","I came to Washington basically to establish relationships and make sure we are getting more federal money, Schwarzenegger said after one meeting.",0.8400000000000001
822,"The latest snapshot of the labor markets was slightly better than economists were expecting; they were forecasting claims to fall no lower than 410,000 for last week.","Despite problems in the job market, the latest snapshot of the labor markets was slightly better than economists were expecting.",0.6799999999999999
823,"They were tossed around like feathers, Gordon said.",The concrete barriers (between lanes) were being tossed around like feathers.,0.6
824,"Chante Jawan Mallard, 27, went on trial Monday, charged with first-degree murder.","Chante Jawaon Mallard, 27, is charged with murder and tampering with evidence.",0.6
825,"IT is the only vehicle on which established economies will be able to compete, Barrett said.","IT is the only vehicle on which established economies will be able to compete with fast-growing economies such as China and India, Barrett said.",0.65
826,"Linda Saunders pleaded guilty in federal court to six charges, including extortion, money laundering and conspiracy.",Former Phipps aides Linda Saunders and Bobby McLamb have both pleaded guilty to federal charges including extortion.,0.55
827,Vivendi shares closed 3.8 percent up in Paris at 15.78 euros.,Vivendi shares were 0.3 percent up at 15.62 euros in Paris at 0841 GMT.,0.52
828,Microsoft has identified the freely distributed Linux software as one of the biggest threats to its sales.,The company has publicly identified Linux as one of its biggest competitive threats.,0.6799999999999999
829,"Antonio Monteiro de Castro, 58, currently director of the group’s Latin America & Caribbean operations, will become chief operating officer from the same date.","BAT also said Antonio Monteiro de Castro, director for Latin America and the Caribbean, would become chief operating officer on January 1, 2004.",0.72
830,"Spin and manipulative public relations and propaganda are not the answer, it said.","The report added that ""spin"" and manipulative public relations ""are not the answer,"" but that neither is avoiding the debate.",0.72
831,"Another shooting linked to the spree occurred Nov. 11 at Hamilton Central Elementary in Obetz, about two miles from the freeway.","The latest shooting linked to the spree was a Nov. 11 shooting at Hamilton Township Elementary School in Obetz, about two miles from the freeway.",0.96
832,"On Tuesday, the central bank left interest rates steady, as expected, but also declared that overall risks were weighted toward weakness and warned of deflation risks.","The central bank's policy board left rates steady for now, as widely expected, but surprised the market by declaring that overall risks were weighted toward weakness.",0.8
833,"The new system costs between $1.1 million and $22 million, depending on configuration.","The system is priced from US$1.1 million to $22.4 million, depending on configuration.",0.72
834,Fighting erupted after four North Korean journalists confronted a dozen South Korean activists protesting human rights abuses in the North outside the main media centre.,Trouble flared when at least four North Korean reporters rushed from the Taegu media centre to confront a dozen activists protesting against human rights abuses in the North.,0.6799999999999999
835,Dusty had battled kidney cancer for more than a year.,Dusty had surgery for cancer in 2001 and had a kidney removed.,0.48
836,"According to SunnComm's Peter Jacobs, ""MediaMax performs exactly as 'advertised' to the companies who purchased it.","MediaMax performs EXACTLY as advertised"" to the companies who purchased it,"" Jacobs said in the statement.",0.8443999999999999
837,"Kadyrov was not injured, but four of his bodyguards were among those killed.",But Itar-Tass news agency said four of his bodyguards were among those killed by the bomb.,0.6
838,"The router will be available in the first quarter of 2004 and will cost around $200, the company said.","Netgear prices the WGT634U Super Wireless Media Router, which will be available in the first quarter of 2004, at under $200.",0.6
839,The commission estimates California lost $1.34 billion -- the most of any state -- to tax shelters in 2001.,The commission estimated California lost $937 million to corporate tax shelters in 2001.,0.55
840,The officials did not say whether U.S. forces crossed into Syrian territory and were vague about how the Syrian border guards became involved.,"U.S. officials did not say whether American forces, who were acting on intelligence, crossed into Syrian territory and were vague about how the Syrian guards were involved.",0.8
841,VeriSign introduced its Site Finder service on Sept. 15.,"The battle around VeriSign""s three-week-old Site Finder service rages on.",0.35
842,"On Monday, as first reported by CNET News.com, the RIAA withdrew a DMCA notice to Penn State University's astronomy and astrophysics department.","Last Thursday, the RIAA sent a stiff copyright warning to Penn State's department of astronomy and astrophysics.",0.35
843,"Druce is still being held at the prison and is now in isolation, she said.",Druce last night was held in isolation at the same prison.,0.9
844,"The first health-care worker in the country to die of SARS was a Filipina-Canadian who contracted the disease at North York General Hospital, the site of the second outbreak.","Emile Laroza, 51, contracted SARS while working as a nurse at North York General Hospital, the epicentre of the second SARS outbreak.",0.65
845,"Their leader, Abu Bakr al-Azdi, turned himself in in June; his deputy was killed in a recent shootout with Saudi forces.","Their leader, Abu Bakr al-Azdi, surrendered in June; his deputy was killed in a shoot-out with Saudi forces recently.",1.0
846,"After Freitas' opening statement, King County Superior Court Judge Charles Mertel recessed trial until after the Thanksgiving weekend.",King County Superior Court Judge Charles Mertel will then recess the trial until Monday.,0.6
847,"Google's investors include prominent VC firms Kleiner Perkins Caufield & Byers and Sequoia Capital, the paper noted.",Google's early stage backers in include California-based Stanford University and VC firms Kleiner Perkins and Sequoia Capital.,0.5599999999999999
848,July 1st is the sixth anniversary of Hong Kong's return to Chinese rule.,The rally overshadowed ceremonies marking the sixth anniversary of Hong Kong's return to China on 1 July 1997.,0.5334
849,"Palm Wednesday announced plans to acquire Handspring, a company started by Jeff Hawkins, regarded by many as the father of the Palm handheld.","Palm said on Wednesday it plans to buy Handspring, a company created by renegade Palm co-founder Jeff Hawkins.",0.8
850,I'm not going to be sponsoring it because it is not our proposal but I'm not going to be negative about it.,"I'm not going to be sponsoring it because it's not our proposal, but I'm not responding to it in a negative way, he said.",0.8800000000000001
851,"The government recently shelved peace talks with the MILF, being brokered by Malaysia, after a string of attacks, including three bombings, on Mindanao.","The government recently shelved peace talks being brokered by neighbouring Malaysia after a spate of attacks on Mindanao, including three deadly bombings, that it blamed on the MILF.",0.85
852,"The company posted a profit of $54.3 million, or 22 cents per share, in the year-ago period.","That was up from the year-ago quarter, when the company earned $54.3 million, or 22 cents a share.",0.8352
853,"Joining Boston on Monday were the Massachusetts communities of Watertown, Saugus and Framingham.","Along with Boston, Watertown, Saugus and Framingham also are going smoke-free Monday.",0.6
854,He was tracked to Atlanta where he was arrested on Tuesday night.,"He was arrested in Atlanta, Georgia, on Monday night by police acting on a tip-off.",0.5
855,ISRAELI soldiers knocked down empty mobile homes and water towers in 10 tiny West Bank settlement outposts overnight as part of a US-backed Mideast peace plan.,Israeli soldiers began tearing down settlement outposts in the West Bank yesterday - an Israeli obligation under a new Mideast peace plan.,0.76
856,The union had not yet revealed which chain would be targeted.,The union said it would reveal later which chain would be targeted.,0.9199999999999999
857,"Get it all out,"" says Howard Davidowitz, chairman of Davidowitz & Associates, a national retail consulting firm based in New York City.","Innocent or not, ""she's damaged goods,"" said Howard Davidowitz, chairman of Davidowitz & Associates, a national retail consulting firm in New York.",0.27999999999999997
858,"The updated products include Pylon Pro, Pylon Conduit, Pylon Anywhere, and Pylon Application Server.",The new products on the desktop side include the latest versions of Pylon Conduit and Pylon Pro.,0.5599999999999999
859,Dixon was otherwise the class of the field at Pikes Peak International Raceway.,Scott Dixon eventually made winning the Honda Indy 225 look easy Sunday at Pikes Peak International Raceway.,0.5599999999999999
860,Turkish authorities have said all the suicide bombers were Turks.,Ankara says all four suicide bombers were Turkish.,0.8400000000000001
861,"In April, it had forecast operating earnings in the range of 60 to 80 cents a share.",Kodak expects earnings of 5 cents to 25 cents a share in the quarter.,0.2
862,"From Florida to Alaska, thousands of revelers vowed to push for more legal rights, including same-sex marriages.","Thousands of revellers, celebrating the decision, vowed to push for more legal rights, including same-sex marriages.",0.8400000000000001
863,"By Sunday night, the fires had blackened 277,000 acres, hundreds of miles apart.","Major fires had burned 264,000 acres by early last night.",0.55
864,"Others with such a status are Egypt, Israel, and Australia.",Nations like Israel and Australia already have such status.,0.5
865,The findings appear in Wednesday's Journal of the American Medical Association (news - web sites).,The results are to be published in Wednesday's issue of The Journal of the American Medical Association.,0.7
866,"Additionally, the h2210’s cradle has room to charge a second battery.",The cradle for the h2200 has space for recharging a second battery.,0.95
867,"U.S. forces struck dozens of targets on Monday, killing six guerrillas and arresting 21 others, the military said.","U.S. forces struck dozens of targets on Monday, killing six guerrillas and arresting 99 others during 1,729 patrols and 25 raids conducted over 24 hours.",0.6
868,"One of the 14 Kurds pointed at the word ""refugee"" in an English/Turkish dictionary.","One man had brandished an English-Turkish dictionary and pointed to the word ""refugee"".",0.7
869,"Close co-operation between law-enforcement agencies and intelligence services lie at the heart of the ongoing fight against terrorism, Mr Howard said.","Close cooperation between regional law enforcement agencies and intelligence services was at the heart of the fight against terrorism, he said.",0.8
870,"In 2006, the group says the market will rebound 29.6 percent to $21.3 billion in sales.","In 2006, Asia Pacific will report growth of 7.9 percent to $81.8 billion.",0.4
871,"Captain Robert Ramsey of the US 1st Armoured Division said a truck had exploded outside the building about 11am, and that one of the compound's outer walls had collapsed.",Captain Robert Ramsey of US 1St Armored Division said a truck had exploded outside the building at around 11 am.,0.64
872,"They came despite what BA called a ""difficult quarter"", which it said included unofficial industrial action at Heathrow.","BA said the second quarter, which included unofficial industrial action at Heathrow, had been difficult.",0.72
873,This northern autumn US trainers will work with soldiers from four North African countries on patrolling and gathering intelligence.,"Later this year, the command will send trainers with soldiers from four North African nations on patrolling and intelligence gathering missions.",0.76
874,The Bush administration blames Hussein loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops for the wave of bombings and guerrilla attacks.,The Bush administration blames the wave of bombings and guerrilla attacks on Saddam loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops.,1.0
875,It later emerged that he had broken his right thigh and bones in his right wrist and elbow.,Tour doctors later confirmed that he had broken his right leg near the hip and also sustained wrist and elbow fractures.,0.8
876,The author is one of several defense experts expected to testify.,Spitz is expected to testify later for the defense.,0.6
877,"The figures are becoming catastrophic, said Dr. Patrick Pelloux, the president of the association of emergency room physicians.","This is unacceptable,"" said Patrick Pelloux, the president of France's Association of Emergency Doctors.",0.5
878,"Whatever has happened to you by way of punishment is certainly more than enough, Covello told the 49-year-old, whose family, friends and supporters filled half the courtroom.","What has happened to you, sir, by way of punishment, is certainly more than enough, Covello said.",0.6
879,The mother also alleged in the lawsuit that she was sexually assaulted by one of the guards.,The mother also contended that she was sexually assaulted by one of the guards during the 1998 confrontation.,0.8
880,"The two-year note US2YT=RR fell 5/32 in price, taking its yield to 1.23 percent from 1.16 percent late on Monday.","The benchmark 10-year note US10YT=RR lost 11/32 in price, taking its yield to 3.21 percent from 3.17 percent late on Monday.",0.4
881,As part of a restructuring Peregrine sold its Remedy help desk software unit last year to BMC Software Inc.,Peregrine sold its Remedy business unit to BMC Software in November for $355 million.,0.6
882,"Yes, from today Flash memory purchased from AMD or Fujitsu will be branded Spansion.",Spansion Flash memory solutions are available worldwide from AMD and Fujitsu.,0.525
883,The world's two largest automakers said their U.S. sales declined more than predicted last month as a late summer sales frenzy caused more of an industry backlash than expected.,Domestic sales at both GM and No. 2 Ford Motor Co. declined more than predicted as a late summer sales frenzy prompted a larger-than-expected industry backlash.,0.64
884,A tropical storm rapidly developed in the Gulf of Mexico Sunday and was expected to hit somewhere along the Texas or Louisiana coasts by Monday night.,A tropical storm rapidly developed in the Gulf of Mexico on Sunday and could have hurricane-force winds when it hits land somewhere along the Louisiana coast Monday night.,0.8
885,"The pressure may well rise on Thursday, with national coverage of the final round planned by ESPN, the cable sports network.","The pressure will intensify today, with national coverage of the final round planned by ESPN and words that are even more difficult.",0.64
886,"Pataki praised Abraham's decision, and LIPA Chairman Richard Kessel said the cable should be kept in operation permanently.","LIPA Chairman Richard Kessel said that meant the cable could be used ""as we see fit.",0.48
887,Part of the accord was the implementation of a special health council that would monitor health spending and progress in reforming the health system.,"A key portion of the accord was the implementation of a special council to monitor health spending, set goals for the system and measure progress in reforming health care.",0.8800000000000001
888,Dynes came to UC San Diego in 1991 after 22 years as a physicist with AT&T Bell Labs.,"Dynes has been at UC San Diego since 1991 after spending 22 years with AT&T Bell Labs, where he worked on superconductors and other materials.",0.72
889,"Shares in BA were down 1.5 percent at 168 pence by 1420 GMT, off a low of 164p, in a slightly stronger overall London market.","Shares in BA were down three percent at 165-1/4 pence by 0933 GMT, off a low of 164 pence, in a stronger market.",0.48
890,The Senate agreed Tuesday to lift a 10-year-old ban on the research and development of low-yield nuclear weapons.,Both the House and Senate bills would end the ban on research and development of low-yield nuclear weapons.,0.72
891,Meningitis is an infection of the spinal cord fluid and the tissue around the brain.,Meningitis is an infection of the fluid in a person's spinal cord and around the brain.,0.9199999999999999
892,"The companies, Chiron and Aventis Pasteur, together made about 80 million doses of the injected vaccine, which ordinarily would have been enough to meet U.S. demand.","Chiron and Aventis Pasteur together made about 80 million doses, ordinarily enough for U.S. demand, The Associated Press reported.",0.8800000000000001
893,Mayor Joe T. Parker said late Thursday that the three workers were two men and a woman who were inside the building when the first blast occurred.,"The missing workers, two men and a woman, were inside the building when the first blast occurred, Mayor Joe T. Parker said.",0.8800000000000001
894,"London-based NCRI official Ali Safavi told Reuters: ""We condemn this raid, which is in our view illegal and morally and politically unjustifiable.""","We condemn this raid which is in our view illegal and morally and politically unjustifiable, London-based NCRI official Ali Safavi told Reuters by telephone.",0.9199999999999999
895,"Investigators uncovered a 4-inch bone fragment from beneath the concrete slab Thursday, but it turned out to be an animal bone, authorities said.","Investigators uncovered a 4-inch bone fragment Thursday night, but authorities said it was from an animal.",0.8800000000000001
896,Joining Stern and McEntee on stage was International Union of Painters and Allied Trades President James Williams.,The International Union of Painters and Allied Trades endorsed Mr Dean several weeks ago.,0.52
897,"It exploded in his hands, but the former Italian prime minister was unhurt.",The letter bomb sent to Prodi exploded in his hands but he was unhurt.,0.72
898,Some 95 million Americans -- half of all households -- invest in mutual funds.,About half of all U.S. households have money in mutual funds.,0.8400000000000001
899,"Halabi's military attorney, Air Force Maj. James Key, denied the charges, which could carry a death penalty.","The attorney representing al-Halabi, Air Force Maj. James Key III, denied the charges, according to The Associated Press.",0.64
900,"Waksal, in a letter to the court, said: ""I tore my family apart.","In seeking leniency, Waksal apologized to the court, his employees and his family.",0.4
901,"Since early May, the city has received 1,400 reports of dead blue jays and crows, Jayroe said.","Since early May, the city has received 1,400 reports, he said.",0.5599999999999999
902,"But Forest, the Freedom Organisation for the Right to Enjoy Smoking Tobacco, said: ''Mention the word prohibition and everyone knows what happened there.","Forest, the Freedom Organisation for the Right to Enjoy Smoking Tobacco, said it had greeted The Lancet's call with ""amusement and disbelief'"".",0.32
903,"The House has passed prescription-drug legislation in the last two sessions, but the Senate has failed to do so.","The House has passed bills the past two Congresses, but the Senate has not.",0.6799999999999999
904,"Once converted, BayStar will own an aggregate of approximately 2.95 million shares of SCO common stock or 17.5 percent of the company's outstanding shares.","The investment gives Larkspur, Calif.-based BayStar more than 2.9 million shares of SCO common stock, or 17.5 percent of the company's outstanding shares.",0.8
905,The elderly and those with weakened immune systems are also urged to protect against mosquito bites.,"But for the elderly and those with weakened immune systems, it can be fatal.",0.52
906,OPEC producers at a meeting on Wednesday are set to pressure independent oil exporters to contribute to the cartel's next supply cut to allow for the return of Iraqi oil.,OPEC this week is set to pressure independent exporters to back the cartel's next supply cut to prevent the resumption of Iraqi exports undercutting oil prices.,0.5599999999999999
907,"The Winston-Salem, North Carolina company opened six stores during the quarter, bringing the total to 282.","Six new Krispy Kreme stores were opened in the first quarter, bringing the total number of stores to 282.",0.6
908,"Ms Lafferty's lawyer, Thomas Ezzell, told a Kentucky newspaper: ""My understanding of this is that there is a lower percentage of successful impregnations with frozen.","My understanding of this is that there is a lower percentage of successful impregnations with frozen, Ezzell said.",0.72
